order_id,order_item_id,product_id,seller_id,price,freight_value,item_cost,item_margin
order_000541,1,prod_00036,seller_00250,54.42,20.33,60.45,-6.03
order_003632,2,prod_00744,seller_00292,75.97,10.53,32.5,43.47
order_003820,1,prod_01122,seller_00032,128.54,17.12,65.28,63.26
order_028777,4,prod_01535,seller_00426,30.45,15.26,35.19,-4.74
order_008792,1,prod_00377,seller_00210,58.71,19.78,58.34,0.37
order_028593,2,prod_00698,seller_00336,33.55,10.67,18.51,15.04
order_021857,2,prod_01712,seller_00186,82.25,15.34,59.64,22.61
order_025463,1,prod_00355,seller_00274,15.55,7.37,15.8,-0.25
order_005855,1,prod_00395,seller_00120,49.95,10.94,23.36,26.59
order_002693,1,prod_01742,seller_00354,96.76,26.0,50.72,46.04
order_019567,1,prod_00006,seller_00064,17.97,9.4,9.83,8.14
order_004230,1,prod_00273,seller_00322,50.94,11.98,40.09,10.85
order_019110,1,prod_01589,seller_00491,24.73,8.75,23.45,1.28
order_008169,2,prod_00828,seller_00319,61.65,13.23,57.59,4.06
order_013313,1,prod_00500,seller_00170,69.88,8.4,18.63,51.25
order_009570,1,prod_01171,seller_00264,18.6,12.16,25.79,-7.19
order_023530,1,prod_00540,seller_00252,63.71,21.98,76.0,-12.29
order_026763,1,prod_01166,seller_00274,11.12,6.5,12.52,-1.4
order_025769,1,prod_01015,seller_00198,19.79,7.94,10.06,9.73
order_005184,3,prod_00737,seller_00434,308.4,30.98,73.72,234.68
order_009285,3,prod_01163,seller_00093,71.98,20.88,27.73,44.25
order_012069,1,prod_00503,seller_00251,32.66,12.99,19.41,13.25
order_021184,2,prod_01820,seller_00043,217.69,23.05,119.75,97.94
order_029248,2,prod_00501,seller_00333,26.21,8.91,19.25,6.96
order_016959,1,prod_00907,seller_00425,50.2,8.19,15.5,34.7
order_019842,1,prod_01785,seller_00365,25.56,9.8,17.82,7.74
order_005150,3,prod_00576,seller_00043,13.99,11.18,14.0,-0.01
order_010857,4,prod_01879,seller_00476,79.11,11.47,83.82,-4.71
order_004408,1,prod_00583,seller_00090,121.75,13.0,64.1,57.65
order_010553,1,prod_01151,seller_00245,90.79,15.51,20.13,70.66
order_002806,1,prod_00594,seller_00050,189.07,28.84,60.97,128.1
order_015630,1,prod_00223,seller_00217,52.91,14.39,16.88,36.03
order_004739,1,prod_01632,seller_00454,99.42,15.22,79.32,20.1
order_003360,2,prod_00567,seller_00234,13.63,6.5,17.85,-4.22
order_017621,2,prod_01009,seller_00432,30.02,14.52,14.47,15.55
order_015468,1,prod_01166,seller_00227,36.34,8.43,12.52,23.82
order_001843,1,prod_00775,seller_00414,16.6,14.65,11.41,5.19
order_020255,1,prod_00797,seller_00282,56.39,16.43,57.09,-0.7
order_022428,2,prod_00913,seller_00430,32.37,9.8,22.55,9.82
order_020691,1,prod_01914,seller_00045,54.53,13.96,65.74,-11.21
order_022276,3,prod_01010,seller_00168,14.0,12.44,13.99,0.01
order_017584,1,prod_00081,seller_00029,254.57,43.8,45.89,208.68
order_009559,1,prod_00804,seller_00125,32.11,10.51,28.02,4.09
order_019377,1,prod_00814,seller_00307,269.36,27.33,230.02,39.34
order_015158,1,prod_00796,seller_00248,123.9,24.22,56.85,67.05
order_025823,1,prod_00351,seller_00203,57.3,16.54,42.25,15.05
order_008743,2,prod_00214,seller_00120,98.61,22.97,58.25,40.36
order_009622,1,prod_01131,seller_00336,52.2,9.21,23.16,29.04
order_027372,3,prod_00442,seller_00215,174.97,32.72,59.06,115.91
order_022502,1,prod_01340,seller_00203,236.27,17.6,61.85,174.42
order_008145,1,prod_00683,seller_00079,67.33,14.27,20.02,47.31
order_028153,1,prod_00796,seller_00270,91.13,22.57,56.85,34.28
order_007288,1,prod_01144,seller_00355,39.2,12.5,10.61,28.59
order_011166,1,prod_00725,seller_00025,90.96,24.24,42.14,48.82
order_006498,2,prod_01223,seller_00199,51.75,11.41,76.42,-24.67
order_005147,2,prod_01968,seller_00090,18.23,7.72,6.12,12.11
order_002344,1,prod_01474,seller_00480,227.65,25.41,64.56,163.09
order_018905,1,prod_01057,seller_00201,10.66,12.6,18.5,-7.84
order_020271,1,prod_01967,seller_00054,24.73,12.17,18.83,5.9
order_022628,1,prod_00212,seller_00390,22.18,6.5,18.69,3.49
order_023244,1,prod_00405,seller_00036,24.78,13.83,36.05,-11.27
order_019139,1,prod_00777,seller_00294,10.66,6.5,6.94,3.72
order_016118,1,prod_01849,seller_00092,62.49,12.38,39.41,23.08
order_018617,1,prod_00990,seller_00014,146.33,33.69,29.71,116.62
order_013885,1,prod_01042,seller_00161,30.02,6.58,13.72,16.3
order_007981,1,prod_00141,seller_00315,71.84,14.7,66.49,5.35
order_017397,2,prod_00128,seller_00017,160.25,13.24,73.71,86.54
order_006292,1,prod_01768,seller_00252,15.83,6.5,20.25,-4.42
order_022640,3,prod_01747,seller_00083,218.71,30.92,41.23,177.48
order_020174,1,prod_00458,seller_00428,147.63,20.07,81.59,66.04
order_005908,1,prod_00826,seller_00387,33.58,17.66,19.11,14.47
order_030027,2,prod_01644,seller_00358,55.81,19.53,17.68,38.13
order_023789,1,prod_00032,seller_00455,89.45,6.5,16.63,72.82
order_001898,1,prod_00951,seller_00142,88.38,15.39,29.12,59.26
order_006701,2,prod_01535,seller_00487,114.24,19.49,35.19,79.05
order_019699,1,prod_01765,seller_00160,62.02,18.08,22.3,39.72
order_010724,1,prod_00023,seller_00384,11.68,10.25,14.01,-2.33
order_016396,2,prod_00087,seller_00075,66.9,12.5,10.4,56.5
order_004543,1,prod_00203,seller_00104,118.29,23.36,51.28,67.01
order_024360,1,prod_01545,seller_00096,19.9,11.04,20.5,-0.6
order_024943,1,prod_01075,seller_00410,12.93,8.39,6.55,6.38
order_024001,1,prod_01840,seller_00363,30.76,12.99,28.91,1.85
order_027309,1,prod_01806,seller_00136,110.16,8.81,56.44,53.72
order_002151,1,prod_01801,seller_00437,53.7,10.1,28.75,24.95
order_000531,1,prod_01695,seller_00351,17.38,10.18,25.01,-7.63
order_011274,2,prod_00244,seller_00415,298.96,60.58,82.11,216.85
order_003862,2,prod_01931,seller_00127,35.38,14.69,33.05,2.33
order_024674,1,prod_01578,seller_00291,84.11,24.59,39.05,45.06
order_022756,1,prod_01994,seller_00440,14.25,7.52,17.61,-3.36
order_017786,2,prod_01963,seller_00462,20.02,6.5,7.85,12.17
order_006984,1,prod_00025,seller_00231,68.84,24.1,85.4,-16.56
order_023440,1,prod_01470,seller_00081,44.16,15.6,18.98,25.18
order_001878,1,prod_01420,seller_00440,22.55,13.16,10.76,11.79
order_002527,3,prod_00603,seller_00148,170.82,17.43,75.78,95.04
order_016269,1,prod_01558,seller_00064,29.75,13.45,5.79,23.96
order_013187,1,prod_01534,seller_00177,26.8,14.4,9.48,17.32
order_003689,2,prod_01387,seller_00487,255.94,22.48,51.87,204.07
order_017814,1,prod_01277,seller_00428,174.45,33.47,81.51,92.94
order_021196,2,prod_01914,seller_00189,150.7,34.36,65.74,84.96
order_023367,1,prod_00339,seller_00398,97.7,19.93,38.08,59.62
order_001370,1,prod_00422,seller_00172,56.22,12.69,71.9,-15.68
order_003257,1,prod_01517,seller_00173,6.45,10.73,7.62,-1.17
order_028257,2,prod_00395,seller_00009,57.5,20.39,23.36,34.14
order_018926,3,prod_01901,seller_00047,24.76,9.99,25.03,-0.27
order_022345,1,prod_01099,seller_00348,10.28,6.66,11.11,-0.83
order_021695,3,prod_01064,seller_00489,100.45,28.69,38.82,61.63
order_013646,1,prod_01148,seller_00446,125.44,15.64,44.68,80.76
order_028331,3,prod_00874,seller_00246,17.48,7.39,11.48,6.0
order_016822,1,prod_00847,seller_00079,59.95,8.88,16.92,43.03
order_011536,4,prod_00520,seller_00243,9.12,9.75,10.05,-0.93
order_018035,2,prod_00064,seller_00090,32.25,12.28,41.46,-9.21
order_015531,3,prod_01713,seller_00198,8.34,9.58,14.77,-6.43
order_006702,2,prod_00526,seller_00210,19.79,10.34,10.56,9.23
order_004617,1,prod_00844,seller_00482,230.33,51.41,32.0,198.33
order_026402,4,prod_01361,seller_00428,472.48,74.42,87.45,385.03
order_010741,1,prod_01141,seller_00106,76.1,19.07,53.99,22.11
order_013823,1,prod_01834,seller_00133,42.17,16.35,18.18,23.99
order_023604,1,prod_01197,seller_00149,523.44,95.07,87.83,435.61
order_013697,1,prod_00482,seller_00061,16.25,8.28,10.67,5.58
order_010995,2,prod_00445,seller_00018,11.46,7.07,13.37,-1.91
order_026881,1,prod_00033,seller_00461,110.3,16.59,38.87,71.43
order_024263,1,prod_00185,seller_00269,20.77,9.14,8.78,11.99
order_026363,1,prod_01079,seller_00214,34.44,14.77,22.89,11.55
order_024982,1,prod_00693,seller_00259,35.35,15.76,14.54,20.81
order_014552,2,prod_01880,seller_00086,32.15,9.5,24.26,7.89
order_007691,2,prod_00266,seller_00179,29.72,10.37,29.26,0.46
order_021387,4,prod_01254,seller_00283,9.78,11.43,6.31,3.47
order_005283,2,prod_01315,seller_00300,83.04,13.67,45.29,37.75
order_013188,1,prod_00428,seller_00180,56.08,18.3,31.71,24.37
order_016427,1,prod_00162,seller_00338,125.03,23.91,32.75,92.28
order_008886,1,prod_01519,seller_00243,38.54,9.4,31.43,7.11
order_018927,1,prod_01739,seller_00184,80.58,21.1,15.96,64.62
order_017858,1,prod_00423,seller_00222,149.5,14.89,19.08,130.42
order_011369,2,prod_00230,seller_00223,90.44,26.81,36.15,54.29
order_014316,1,prod_00891,seller_00266,5.72,9.57,9.18,-3.46
order_000470,1,prod_00193,seller_00112,7.25,6.78,11.37,-4.12
order_018533,1,prod_00481,seller_00479,4.9,6.5,6.22,-1.32
order_022699,1,prod_00601,seller_00078,15.36,6.5,15.14,0.22
order_024468,1,prod_00432,seller_00064,140.59,22.35,44.11,96.48
order_016433,1,prod_00932,seller_00207,63.0,11.66,22.8,40.2
order_008992,1,prod_00089,seller_00149,21.09,9.78,14.09,7.0
order_024865,1,prod_01965,seller_00228,211.11,33.45,67.15,143.96
order_004499,2,prod_01749,seller_00032,45.25,15.51,5.56,39.69
order_005236,1,prod_01768,seller_00489,24.42,13.5,20.25,4.17
order_020240,1,prod_01758,seller_00317,187.07,24.49,233.08,-46.01
order_024567,2,prod_01656,seller_00058,25.59,11.64,32.97,-7.38
order_021606,1,prod_01742,seller_00011,125.39,16.72,50.72,74.67
order_019940,1,prod_01890,seller_00192,202.54,16.9,54.17,148.37
order_001632,1,prod_01714,seller_00284,39.4,8.64,14.65,24.75
order_005381,1,prod_00599,seller_00387,9.75,7.51,6.36,3.39
order_024615,1,prod_00992,seller_00483,42.32,12.89,28.46,13.86
order_004155,2,prod_00375,seller_00234,116.81,27.82,37.99,78.82
order_017722,1,prod_00017,seller_00418,35.72,12.37,18.82,16.9
order_013760,1,prod_01407,seller_00066,45.87,15.27,71.68,-25.81
order_011645,1,prod_00782,seller_00233,332.3,34.43,95.7,236.6
order_001761,2,prod_00942,seller_00407,63.52,19.5,57.74,5.78
order_029515,3,prod_01342,seller_00019,452.48,88.07,161.58,290.9
order_028776,1,prod_01777,seller_00202,50.83,11.56,49.76,1.07
order_018614,4,prod_01198,seller_00033,121.67,9.68,48.27,73.4
order_013228,2,prod_01349,seller_00069,101.72,30.49,91.9,9.82
order_021063,1,prod_00085,seller_00284,79.85,23.3,53.66,26.19
order_006320,3,prod_00188,seller_00019,136.5,13.32,31.53,104.97
order_006285,1,prod_00100,seller_00175,37.34,12.47,56.12,-18.78
order_005997,1,prod_00226,seller_00121,88.1,17.72,21.02,67.08
order_025674,1,prod_01481,seller_00136,90.76,19.64,40.49,50.27
order_001789,2,prod_00661,seller_00352,131.13,18.46,81.7,49.43
order_007358,2,prod_01896,seller_00477,162.79,30.07,45.94,116.85
order_009472,1,prod_01641,seller_00021,13.16,8.46,15.73,-2.57
order_003822,1,prod_00756,seller_00049,93.92,15.66,74.77,19.15
order_011436,1,prod_01582,seller_00094,22.59,14.0,11.4,11.19
order_026955,1,prod_01004,seller_00408,230.43,24.84,68.78,161.65
order_009777,1,prod_01227,seller_00436,19.33,12.46,7.43,11.9
order_023356,1,prod_01394,seller_00144,116.9,17.45,58.96,57.94
order_004083,1,prod_01732,seller_00096,22.86,10.2,9.99,12.87
order_021746,2,prod_01614,seller_00438,49.79,15.49,27.52,22.27
order_016700,1,prod_00309,seller_00190,139.11,32.67,68.37,70.74
order_002565,1,prod_01972,seller_00181,98.32,20.57,24.15,74.17
order_029193,1,prod_00208,seller_00084,148.77,17.97,167.68,-18.91
order_012195,2,prod_00827,seller_00254,116.72,19.06,30.64,86.08
order_021487,1,prod_00467,seller_00213,72.83,7.64,40.95,31.88
order_012125,1,prod_01056,seller_00179,187.12,15.15,97.99,89.13
order_012475,1,prod_00409,seller_00458,100.68,25.85,60.33,40.35
order_022885,1,prod_01451,seller_00174,7.02,10.38,6.34,0.68
order_009303,2,prod_00919,seller_00193,202.81,47.62,44.56,158.25
order_005758,1,prod_00624,seller_00467,35.97,12.86,28.12,7.85
order_018905,3,prod_01246,seller_00397,10.07,12.67,16.57,-6.5
order_005521,1,prod_01157,seller_00076,399.58,40.12,72.29,327.29
order_012066,2,prod_01700,seller_00042,127.92,24.68,45.15,82.77
order_018930,1,prod_00722,seller_00271,154.51,7.64,23.21,131.3
order_027685,3,prod_00020,seller_00498,75.91,13.23,39.44,36.47
order_007318,1,prod_00085,seller_00163,74.69,17.22,53.66,21.03
order_009619,1,prod_01611,seller_00224,43.01,6.86,47.86,-4.85
order_002325,1,prod_00340,seller_00275,48.24,14.08,29.97,18.27
order_012405,3,prod_01267,seller_00248,91.03,14.51,33.87,57.16
order_004552,1,prod_01306,seller_00283,17.22,7.68,8.95,8.27
order_022514,2,prod_01594,seller_00490,93.03,18.66,39.43,53.6
order_012179,1,prod_01019,seller_00454,113.23,18.48,46.19,67.04
order_018371,1,prod_00193,seller_00411,27.25,14.53,11.37,15.88
order_018010,1,prod_00406,seller_00004,70.7,11.07,32.86,37.84
order_004184,2,prod_01156,seller_00402,9.38,7.7,16.36,-6.98
order_002172,2,prod_00713,seller_00436,98.14,24.86,29.13,69.01
order_009921,1,prod_01777,seller_00164,299.5,45.26,49.76,249.74
order_028025,1,prod_00054,seller_00123,102.17,19.57,40.98,61.19
order_014278,2,prod_01212,seller_00287,73.87,22.26,29.35,44.52
order_010381,2,prod_01164,seller_00357,27.03,12.5,14.05,12.98
order_027801,1,prod_01159,seller_00310,51.54,15.47,12.83,38.71
order_022151,2,prod_00028,seller_00476,32.71,19.56,10.98,21.73
order_017270,1,prod_00452,seller_00376,76.58,13.42,72.27,4.31
order_025495,1,prod_01034,seller_00063,21.35,15.92,16.65,4.7
order_025198,3,prod_01357,seller_00437,64.8,23.44,24.41,40.39
order_025426,4,prod_01716,seller_00180,28.33,9.72,19.29,9.04
order_026568,1,prod_00665,seller_00011,34.21,15.81,42.51,-8.3
order_023184,1,prod_00026,seller_00171,66.24,22.01,52.74,13.5
order_021572,1,prod_00407,seller_00307,43.54,8.78,30.99,12.55
order_009685,2,prod_01821,seller_00005,6.62,6.99,10.88,-4.26
order_013399,2,prod_01895,seller_00288,68.38,14.23,30.53,37.85
order_013960,1,prod_01671,seller_00209,23.48,8.1,16.66,6.82
order_025635,1,prod_01321,seller_00178,16.59,8.44,15.14,1.45
order_016793,1,prod_01052,seller_00290,33.43,13.01,16.9,16.53
order_002797,1,prod_01232,seller_00296,42.31,6.5,18.15,24.16
order_021871,1,prod_01212,seller_00100,169.17,18.56,29.35,139.82
order_012779,1,prod_01888,seller_00333,40.97,14.77,23.8,17.17
order_013929,2,prod_00142,seller_00405,179.09,14.22,56.23,122.86
order_019133,1,prod_01110,seller_00198,31.72,8.17,21.07,10.65
order_007124,1,prod_01828,seller_00495,290.04,50.37,71.21,218.83
order_002683,2,prod_01990,seller_00090,76.94,21.54,56.28,20.66
order_018275,4,prod_01440,seller_00053,48.57,11.39,48.27,0.3
order_014118,2,prod_00167,seller_00051,45.36,10.7,22.91,22.45
order_009757,1,prod_01811,seller_00171,53.81,8.14,6.97,46.84
order_001664,2,prod_01999,seller_00390,8.18,6.5,9.32,-1.14
order_005157,2,prod_00349,seller_00266,85.14,14.2,35.04,50.1
order_027975,1,prod_00918,seller_00062,35.12,8.76,15.5,19.62
order_020841,1,prod_00489,seller_00487,150.63,17.89,103.27,47.36
order_013095,1,prod_00596,seller_00434,26.31,6.5,12.18,14.13
order_014721,1,prod_00721,seller_00318,56.02,12.45,26.16,29.86
order_001579,1,prod_00966,seller_00323,93.79,25.33,42.89,50.9
order_008488,1,prod_01627,seller_00362,100.98,11.64,42.75,58.23
order_022478,1,prod_00683,seller_00241,44.87,8.38,20.02,24.85
order_026774,1,prod_01307,seller_00405,22.02,12.04,28.4,-6.38
order_001143,2,prod_01058,seller_00378,400.98,73.38,131.16,269.82
order_003081,1,prod_00381,seller_00030,381.31,62.65,94.37,286.94
order_026675,2,prod_00629,seller_00255,81.84,20.95,28.7,53.14
order_013139,1,prod_01563,seller_00043,10.35,9.27,8.57,1.78
order_001371,1,prod_00671,seller_00350,64.66,15.73,50.46,14.2
order_021802,1,prod_00882,seller_00374,11.09,6.97,15.18,-4.09
order_028820,1,prod_01672,seller_00275,25.13,13.3,18.54,6.59
order_002986,1,prod_00833,seller_00489,52.49,9.69,45.36,7.13
order_004386,2,prod_00314,seller_00244,43.8,9.08,10.2,33.6
order_014054,2,prod_00232,seller_00474,86.97,19.22,35.72,51.25
order_022219,4,prod_01475,seller_00173,91.56,16.79,42.54,49.02
order_019999,1,prod_01011,seller_00338,35.4,8.61,11.34,24.06
order_001684,1,prod_00008,seller_00162,72.55,16.46,40.05,32.5
order_003483,1,prod_01272,seller_00433,40.21,11.46,27.02,13.19
order_019277,1,prod_01398,seller_00410,119.23,12.06,20.24,98.99
order_023997,4,prod_01435,seller_00257,20.37,10.32,27.16,-6.79
order_026894,1,prod_01504,seller_00048,23.76,10.4,12.46,11.3
order_014780,1,prod_00038,seller_00393,90.35,7.31,59.55,30.8
order_000605,3,prod_00555,seller_00017,55.55,14.69,36.39,19.16
order_011131,2,prod_01293,seller_00482,61.07,18.11,13.41,47.66
order_016116,2,prod_01902,seller_00111,27.43,11.07,15.1,12.33
order_000672,1,prod_01397,seller_00028,90.99,16.89,67.29,23.7
order_005897,1,prod_01425,seller_00238,57.97,14.53,37.46,20.51
order_006178,3,prod_01987,seller_00021,101.76,26.29,72.84,28.92
order_018499,2,prod_00688,seller_00323,47.71,14.17,15.75,31.96
order_022672,1,prod_01147,seller_00069,101.27,18.81,28.72,72.55
order_022546,1,prod_01156,seller_00339,25.13,10.72,16.36,8.77
order_002795,1,prod_00933,seller_00329,78.84,19.35,43.19,35.65
order_024054,1,prod_00711,seller_00137,12.22,7.49,18.41,-6.19
order_025833,4,prod_01800,seller_00413,308.19,26.0,138.78,169.41
order_019631,1,prod_01525,seller_00110,16.96,10.05,10.31,6.65
order_012485,1,prod_00738,seller_00001,30.38,10.09,17.01,13.37
order_006320,4,prod_00008,seller_00172,177.89,15.68,40.05,137.84
order_024085,2,prod_01215,seller_00039,10.37,9.6,9.13,1.24
order_021587,1,prod_01579,seller_00146,14.12,9.36,9.11,5.01
order_020444,1,prod_00128,seller_00397,133.38,33.59,73.71,59.67
order_003282,1,prod_00462,seller_00024,81.45,19.26,21.99,59.46
order_000716,1,prod_00537,seller_00323,30.13,6.5,7.13,23.0
order_023214,1,prod_01350,seller_00053,28.0,16.84,6.74,21.26
order_008616,1,prod_01139,seller_00290,167.0,28.3,47.31,119.69
order_006191,1,prod_01920,seller_00320,15.74,6.9,14.19,1.55
order_001439,1,prod_01016,seller_00160,114.94,27.94,70.76,44.18
order_026988,2,prod_01308,seller_00124,97.15,11.04,35.48,61.67
order_017852,1,prod_00827,seller_00338,153.02,26.59,30.64,122.38
order_023171,4,prod_01239,seller_00392,37.66,15.86,26.32,11.34
order_001192,1,prod_00106,seller_00258,43.16,16.94,19.05,24.11
order_004451,2,prod_01974,seller_00367,135.68,25.81,39.96,95.72
order_012218,1,prod_00184,seller_00052,15.15,7.36,8.48,6.67
order_004647,1,prod_00475,seller_00003,9.61,11.16,12.19,-2.58
order_021474,3,prod_00596,seller_00034,14.23,6.79,12.18,2.05
order_001161,2,prod_01145,seller_00454,58.97,12.38,85.69,-26.72
order_012135,1,prod_00863,seller_00065,53.16,11.75,18.55,34.61
order_026244,1,prod_00352,seller_00183,58.01,9.54,24.51,33.5
order_010366,1,prod_00972,seller_00316,34.94,13.1,39.81,-4.87
order_002794,2,prod_01937,seller_00074,52.13,18.3,30.21,21.92
order_012938,1,prod_01096,seller_00063,32.15,13.15,9.73,22.42
order_004420,4,prod_00567,seller_00318,27.08,11.65,17.85,9.23
order_000526,2,prod_00656,seller_00246,30.61,13.61,24.45,6.16
order_023477,2,prod_00777,seller_00426,9.61,9.4,6.94,2.67
order_014495,1,prod_00233,seller_00116,16.24,11.99,10.12,6.12
order_025906,1,prod_01002,seller_00273,100.06,13.75,67.73,32.33
order_008596,1,prod_00965,seller_00308,10.46,13.11,10.27,0.19
order_029625,1,prod_01654,seller_00380,152.7,11.23,35.64,117.06
order_002139,2,prod_00006,seller_00024,25.55,15.26,9.83,15.72
order_001946,1,prod_00428,seller_00238,62.5,14.84,31.71,30.79
order_027358,1,prod_00101,seller_00368,135.84,25.74,62.25,73.59
order_006838,2,prod_00515,seller_00245,124.71,12.93,26.23,98.48
order_019371,1,prod_00902,seller_00291,19.43,7.03,8.88,10.55
order_001718,1,prod_00329,seller_00275,90.46,25.37,17.32,73.14
order_028141,1,prod_01128,seller_00319,102.68,23.21,41.12,61.56
order_025189,1,prod_00905,seller_00360,11.92,11.42,6.86,5.06
order_001885,4,prod_01931,seller_00214,174.68,24.23,33.05,141.63
order_027882,1,prod_01765,seller_00381,26.3,6.5,22.3,4.0
