product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_cost
prod_01811,party_supplies,1109,36.0,13.1,54.5,6.97
prod_01812,construction_tools,3503,20.7,9.9,33.0,25.86
prod_01813,auto,1499,20.7,12.7,26.1,51.14
prod_01814,art,1944,47.2,18.2,25.9,10.44
prod_01815,construction_tools,1750,10.6,16.2,37.2,61.75
prod_01816,art,1017,22.8,12.6,44.8,21.51
prod_01817,christmas_supplies,1404,50.6,9.5,13.9,28.93
prod_01818,christmas_supplies,718,22.8,20.6,57.1,10.12
prod_01819,fashion_shoes,3337,39.3,10.2,32.2,20.89
prod_01820,air_conditioning,1620,27.2,5.8,19.5,119.75
prod_01821,diapers_and_hygiene,598,5.0,14.6,24.3,10.88
prod_01822,baby,2847,26.6,3.9,33.1,19.21
prod_01823,health_beauty,1058,29.4,15.8,33.9,26.74
prod_01824,perfumery,2135,25.6,16.5,15.3,47.12
prod_01825,market_place,247,14.4,9.1,25.4,6.16
prod_01826,small_appliances,2507,25.7,9.9,29.0,65.06
prod_01827,furniture_decor,1573,8.3,22.3,45.1,30.23
prod_01828,small_appliances,557,22.6,37.8,47.5,71.21
prod_01829,telephony,1553,40.9,13.6,13.0,12.48
prod_01830,unknown,3119,59.8,2.8,26.8,50.8
prod_01831,fashion_shoes,736,54.9,9.2,18.9,25.88
prod_01832,market_place,727,15.7,16.6,32.7,7.0
prod_01833,electronics,1005,11.8,12.3,71.6,106.94
prod_01834,electronics,1227,30.9,15.9,42.5,18.18
prod_01835,books_general,2232,28.4,14.6,34.2,8.1
prod_01836,music,1635,37.8,14.8,38.9,20.26
prod_01837,luggage_accessories,1005,19.8,3.0,52.6,22.62
prod_01838,perfumery,1448,28.9,9.9,40.6,21.65
prod_01839,consoles_games,3457,28.1,9.3,14.3,113.71
prod_01840,perfumery,1837,23.1,9.2,59.3,28.91
prod_01841,office_furniture,1089,10.2,19.0,28.1,36.75
prod_01842,housewares,982,40.6,6.2,32.1,34.65
prod_01843,consoles_games,1387,31.0,3.0,47.5,40.0
prod_01844,telephony,2213,42.0,9.1,69.9,25.3
prod_01845,office_furniture,652,47.1,7.9,21.2,77.34
prod_01846,food_drink,2011,26.8,13.6,46.2,6.86
prod_01847,art,1072,40.7,7.9,20.6,41.74
prod_01848,construction_tools,1195,60.6,11.3,30.7,34.57
prod_01849,sports_leisure,5284,70.4,10.3,11.8,39.41
prod_01850,auto,1874,33.0,26.2,20.6,73.61
prod_01851,computers_accessories,781,34.3,8.0,30.0,41.12
prod_01852,costruction_tools_garden,1569,32.7,18.3,35.1,26.05
prod_01853,art,2288,37.2,12.6,34.1,17.25
prod_01854,small_appliances,1888,46.1,22.5,43.3,42.76
prod_01855,telephony,133,32.3,30.6,22.2,16.44
prod_01856,bed_bath_table,1159,68.3,12.5,25.6,12.11
prod_01857,art,1618,63.5,4.0,26.2,36.1
prod_01858,toys,1527,29.4,6.2,23.1,14.5
prod_01859,computers_accessories,833,29.3,5.2,16.7,56.16
prod_01860,telephony,1910,22.1,9.9,28.2,26.23
prod_01861,cool_stuff,2514,38.2,9.0,39.8,30.76
prod_01862,market_place,263,24.2,15.0,31.7,27.29
prod_01863,signaling_and_security,238,21.6,21.5,21.6,29.37
prod_01864,baby,1560,37.8,3.7,28.5,20.03
prod_01865,books_technical,2019,15.2,13.2,20.9,14.68
prod_01866,sports_leisure,738,46.5,8.2,35.5,21.18
prod_01867,bed_bath_table,143,38.5,13.4,40.5,17.49
prod_01868,sports_leisure,1173,61.8,9.9,40.9,19.31
prod_01869,christmas_supplies,1544,33.3,19.5,24.3,37.85
prod_01870,fashion_shoes,944,41.6,6.5,21.2,47.79
prod_01871,luggage_accessories,2327,6.1,8.5,43.3,23.97
prod_01872,bed_bath_table,1478,44.3,12.0,23.3,40.04
prod_01873,bed_bath_table,674,52.7,10.6,28.3,10.39
prod_01874,food_drink,733,31.4,11.9,31.6,23.89
prod_01875,computers_accessories,1192,22.0,4.4,27.1,113.39
prod_01876,watches_gifts,895,33.7,28.1,38.0,144.18
prod_01877,office_furniture,222,46.5,9.5,12.5,91.66
prod_01878,fashion_underwear_beach,1389,49.6,6.8,33.9,19.24
prod_01879,auto,749,10.2,12.1,18.0,83.82
prod_01880,construction_tools,856,99.9,13.2,22.0,24.26
prod_01881,books_general,479,21.6,34.9,29.6,9.02
prod_01882,unknown,3172,42.0,23.5,10.8,34.18
prod_01883,stationery,1798,55.7,10.4,24.9,22.03
prod_01884,sports_leisure,3688,28.0,31.5,22.8,15.65
prod_01885,construction_tools,940,50.6,28.1,25.6,22.44
prod_01886,air_conditioning,1869,10.2,6.8,22.2,80.47
prod_01887,pet_shop,1406,7.8,39.4,28.3,35.25
prod_01888,signaling_and_security,697,51.5,9.6,20.5,23.8
prod_01889,housewares,933,48.4,14.2,26.6,24.99
prod_01890,bed_bath_table,1796,35.9,25.7,29.6,54.17
prod_01891,small_appliances,479,46.6,3.7,44.0,58.73
prod_01892,telephony,2342,64.3,11.9,48.7,44.28
prod_01893,fashion_underwear_beach,1324,56.6,15.5,13.1,14.8
prod_01894,christmas_supplies,2139,28.8,23.0,45.7,35.28
prod_01895,perfumery,1548,33.5,12.9,16.7,30.53
prod_01896,small_appliances,266,26.3,3.8,26.7,45.94
prod_01897,books_general,1160,24.5,34.8,11.2,24.48
prod_01898,watches_gifts,2376,44.2,13.1,8.2,74.44
prod_01899,signaling_and_security,1310,26.1,15.8,69.5,19.95
prod_01900,garden_tools,1182,44.2,4.8,27.0,11.61
prod_01901,luggage_accessories,1309,27.9,27.4,24.1,25.03
prod_01902,books_general,203,30.1,9.7,31.3,15.1
prod_01903,housewares,2541,18.5,8.2,24.4,22.63
prod_01904,cds_dvds_musicals,101,43.6,24.0,40.2,21.21
prod_01905,garden_tools,2896,9.8,5.1,30.4,27.76
prod_01906,fashion_underwear_beach,889,52.5,16.0,37.1,12.55
prod_01907,diapers_and_hygiene,1625,81.6,8.0,18.1,5.94
prod_01908,diapers_and_hygiene,184,30.7,17.1,12.1,15.36
prod_01909,industry_commerce_and_business,2004,30.0,19.7,42.5,43.66
prod_01910,furniture_living_room,1777,11.9,9.4,32.0,17.36
prod_01911,small_appliances,1703,22.4,26.5,14.3,28.33
prod_01912,toys,174,46.8,13.2,14.4,13.21
prod_01913,christmas_supplies,620,50.2,35.1,28.7,10.91
prod_01914,home_appliances,1554,32.7,24.2,35.7,65.74
prod_01915,costruction_tools_garden,2495,45.4,14.0,16.6,18.27
prod_01916,unknown,543,18.7,14.0,53.8,21.58
prod_01917,music,556,36.7,5.5,38.0,8.73
prod_01918,auto,1482,59.3,24.0,43.9,28.95
prod_01919,music,4984,40.4,8.9,28.3,7.43
prod_01920,health_beauty,707,63.8,14.9,27.1,14.19
prod_01921,computers_accessories,880,64.8,34.9,13.6,26.5
prod_01922,fashion_bags_accessories,780,37.9,26.2,18.1,35.29
prod_01923,home_appliances,1074,5.0,7.1,25.5,72.86
prod_01924,cds_dvds_musicals,2628,49.7,13.2,32.4,12.83
prod_01925,fashion_bags_accessories,1118,14.3,15.8,29.6,66.72
prod_01926,bed_bath_table,5293,5.1,28.1,9.1,37.45
prod_01927,perfumery,1275,8.9,25.8,16.1,39.3
prod_01928,construction_tools,2797,51.4,18.2,30.5,60.15
prod_01929,small_appliances,933,38.1,17.3,32.8,36.05
prod_01930,market_place,391,33.2,13.1,22.0,13.04
prod_01931,cool_stuff,1117,39.9,15.6,36.4,33.05
prod_01932,pet_shop,1721,9.3,11.3,36.1,13.33
prod_01933,pet_shop,625,26.2,20.8,67.2,39.43
prod_01934,costruction_tools_garden,2510,20.5,17.8,27.2,34.66
prod_01935,office_furniture,811,31.9,23.5,21.6,114.11
prod_01936,luggage_accessories,480,32.5,23.2,16.7,45.89
prod_01937,auto,4661,39.1,8.8,12.7,30.21
prod_01938,cds_dvds_musicals,597,42.1,2.5,35.4,13.25
prod_01939,health_beauty,791,9.6,8.4,33.5,5.6
prod_01940,computers_accessories,1922,26.4,15.5,13.6,169.94
prod_01941,industry_commerce_and_business,908,29.6,11.3,35.5,21.59
prod_01942,home_appliances,496,14.1,11.0,29.0,80.4
prod_01943,pet_shop,729,13.2,8.1,23.2,27.24
prod_01944,fashion_underwear_beach,3848,8.9,16.8,8.6,29.08
prod_01945,books_technical,1764,12.1,3.9,33.3,17.37
prod_01946,cool_stuff,2011,45.3,18.2,57.4,11.05
prod_01947,telephony,1431,10.7,18.4,17.8,27.5
prod_01948,health_beauty,1609,11.8,23.2,29.1,17.64
prod_01949,industry_commerce_and_business,854,31.2,58.1,34.6,13.72
prod_01950,auto,1304,36.6,2.2,6.5,44.8
prod_01951,fashion_shoes,157,29.2,17.9,16.3,17.38
prod_01952,construction_tools,2275,15.8,19.9,11.6,52.18
prod_01953,watches_gifts,848,13.4,8.4,57.3,37.87
prod_01954,unknown,424,30.7,11.8,6.2,252.34
prod_01955,furniture_decor,1359,27.5,9.7,23.1,30.79
prod_01956,telephony,1016,23.8,18.6,30.7,44.51
prod_01957,housewares,2220,44.3,24.7,17.7,16.52
prod_01958,luggage_accessories,1136,26.5,6.0,7.0,11.21
prod_01959,fashion_shoes,716,12.7,16.9,23.6,29.67
prod_01960,christmas_supplies,1156,23.9,27.6,17.6,19.78
prod_01961,consoles_games,3010,38.8,8.8,32.4,109.08
prod_01962,garden_tools,2270,25.6,2.0,38.2,20.29
prod_01963,fashion_underwear_beach,1761,38.4,7.5,13.6,7.85
prod_01964,party_supplies,2337,42.3,6.9,18.5,17.18
prod_01965,office_furniture,1856,26.5,7.8,19.0,67.15
prod_01966,bed_bath_table,559,29.1,34.6,38.0,38.14
prod_01967,toys,2023,24.8,39.1,27.5,18.83
prod_01968,christmas_supplies,2525,38.8,29.6,13.9,6.12
prod_01969,office_furniture,2621,24.3,11.1,43.9,70.24
prod_01970,diapers_and_hygiene,458,36.9,30.2,17.7,9.56
prod_01971,furniture_living_room,793,32.7,2.5,20.2,106.16
prod_01972,bed_bath_table,699,8.9,6.7,15.7,24.15
prod_01973,industry_commerce_and_business,926,37.9,21.0,28.5,43.21
prod_01974,costruction_tools_garden,1635,31.2,9.3,22.0,39.96
prod_01975,cds_dvds_musicals,1334,53.6,6.1,50.2,5.96
prod_01976,diapers_and_hygiene,1335,14.5,16.6,27.7,7.04
prod_01977,garden_tools,350,33.0,16.9,16.3,19.27
prod_01978,christmas_supplies,769,22.5,17.8,26.2,9.21
prod_01979,auto,2750,9.5,19.0,53.7,33.08
prod_01980,diapers_and_hygiene,2518,7.7,16.1,13.0,24.24
prod_01981,telephony,1121,59.0,12.5,33.3,61.43
prod_01982,small_appliances,2026,33.1,13.9,8.7,37.19
prod_01983,unknown,1532,26.1,21.2,48.5,166.68
prod_01984,furniture_decor,2180,11.3,15.8,20.5,24.62
prod_01985,sports_leisure,2087,57.3,10.0,16.0,108.91
prod_01986,food_drink,1190,19.3,8.3,52.1,9.65
prod_01987,sports_leisure,1769,33.9,13.8,25.3,72.84
prod_01988,unknown,1604,30.5,27.5,25.8,70.99
prod_01989,party_supplies,1214,70.8,19.2,20.7,6.15
prod_01990,pet_shop,1026,28.7,28.3,21.1,56.28
prod_01991,home_appliances,3510,21.7,11.0,8.2,55.68
prod_01992,consoles_games,1215,33.3,15.1,33.1,54.82
prod_01993,market_place,1942,35.2,16.4,11.6,18.06
prod_01994,fashion_shoes,3337,95.4,21.8,40.9,17.61
prod_01995,furniture_living_room,1766,28.4,11.0,14.4,63.83
prod_01996,watches_gifts,1712,14.2,19.1,27.0,23.88
prod_01997,unknown,1220,23.8,26.6,18.9,10.98
prod_01998,music,1625,33.3,12.9,20.7,22.72
prod_01999,cds_dvds_musicals,961,36.5,7.7,22.8,9.32
